scenario,year,historical_humanitarian_needs,humanitarian_needs,intercept,displaced_persons,displacement_beta,tmax,prec,tmax_beta,prec_beta,conflict,conflict_beta,humanitarian_needs_label
SSP1,2042,0,18.274784816833,-8282028604.83627,25805401.484375,3741030267.80668,4919.79999551686,179403.482601969,30224939273.6923,-10114181298.2625,35.4182736859239,2705025178.43273,1.16079478901115
SSP1,2043,0,18.3170849650346,-8282028604.83627,25827692.3046875,3744261786.35266,4925.17082900325,179481.546151357,30257935150.7855,-10118582265.7345,35.5554114418489,2715498898.46721,1.1634816491903
SSP1,2044,0,18.340389889549,-8282028604.83627,25716168.875,3728094143.06747,4930.54166248963,179559.609700744,30290931027.8786,-10122983233.2064,35.6978381658204,2726376556.64562,1.16496195307381
SSP1,2045,0,18.3618968116021,-8282028604.83627,25584314.6796875,3708979131.9757,4935.91249597601,179637.673250131,30323926904.9718,-10127384200.6784,35.8553141162052,2738403580.16929,1.16632804976371
SSP1,2046,0,18.5608237831691,-8282028604.83627,26867064.2421875,3894940390.59956,4941.28332946239,179715.736799519,30356922782.0649,-10131785168.1504,35.6506730763192,2722774383.4913,1.1789636782706
SSP1,2047,0,18.6174667050878,-8282028604.83627,26968230.140625,3909606494.06451,4946.65416294877,179793.800348906,30389918659.1581,-10136186135.6223,35.8258892307745,2736156292.3238,1.18256157609848
SSP1,2048,0,18.660000896505,-8282028604.83627,26969296.09375,3909761026.16536,4952.02499643515,179871.863898293,30422914536.2512,-10140587103.0943,36.0063799860137,2749941042.01899,1.1852633024524
SSP1,2049,0,18.6953028473328,-8282028604.83627,26908387.4375,3900931048.1958,4957.39582992153,179949.92744768,30455910413.3444,-10144988070.5663,36.2098140988752,2765478061.1951,1.18750564461804
SSP1,2050,0,18.7299584346718,-8282028604.83627,26820409.984375,3888176884.49002,4962.76666340791,180027.990997067,30488906290.4375,-10149389038.0382,36.4561664094609,2784292902.61872,1.18970693046608
SSP1,2051,0,18.9730085794776,-8282028604.83627,28352141.390625,4110233245.69025,4968.13749689429,180106.054546454,30521902167.5307,-10153790005.5102,36.3566409914756,2776691776.60306,1.20514521575298
SSP1,2052,0,19.0292815521464,-8282028604.83627,28412446.59375,4118975740.56418,4973.50833038067,180184.118095842,30554898044.6238,-10158190972.9822,36.6045740389468,2795627344.77677,1.20871961480013
SSP1,2053,0,19.0859292660019,-8282028604.83627,28447170.890625,4124009750.42899,4978.87916386705,180262.181645229,30587893921.717,-10162591940.4541,36.9059708486327,2818646139.14629,1.21231781700672
SSP1,2054,0,19.1462339694529,-8282028604.83627,28487933.8515625,4129919190.38732,4984.24999735343,180340.245194616,30620889798.8102,-10166992907.9261,37.2437880349194,2844446493.01774,1.21614830728173
SSP1,2055,0,19.2128438245296,-8282028604.83627,28563833.9765625,4140922493.90605,4989.62083083981,180418.308744003,30653885675.9033,-10171393875.398,37.5974652333616,2871458134.95454,1.22037929404545
SSP1,2056,0,19.4586805701062,-8282028604.83627,30117497.25,4366158335.92264,4994.99166432619,180496.37229339,30686881552.9965,-10175794842.87,37.4927956366494,2863464128.89333,1.23599458123339
SSP1,2057,0,19.5313630113933,-8282028604.83627,30214440.96875,4380212346.52725,5000.36249781257,180574.435842778,30719877430.0896,-10180195810.342,37.8860398390273,2893497649.95474,1.24061129217934
SSP1,2058,0,19.6086175415989,-8282028604.83627,30309520.3046875,4393996076.02281,5005.73333129895,180652.499392165,30752873307.1828,-10184596777.8139,38.3426876608189,2928373541.04352,1.24551841732412
SSP1,2059,0,19.6881182756047,-8282028604.83627,30409884.53125,4408545960.45699,5011.10416478534,180730.562941552,30785869184.2759,-10188997745.2859,38.8187145168864,2964729480.99392,1.25056821893226
SSP1,2060,0,19.7816055929069,-8282028604.83627,30599507.1171875,4436035702.62905,5016.47499827172,180808.626490939,30818865061.3691,-10193398712.7578,39.3084466843137,3002132146.50288,1.25650643335453
SSP1,2061,0,19.9327285261643,-8282028604.83627,31569382.2109375,4576639292.30417,5018.49624823773,180809.224780201,30831282671.3401,-10193432442.3487,39.2840333534766,3000267609.70503,1.26610560046831
SSP1,2062,0,19.949174468091,-8282028604.83627,31440131.375,4557901692.36121,5020.51749820374,180809.823069463,30843700281.3111,-10193466171.9395,39.5825609446504,3023067271.19454,1.26715022911266
SSP1,2063,0,19.9684855387033,-8282028604.83627,31341617.4296875,4543620044.72096,5022.53874816976,180810.421358725,30856117891.2821,-10193499901.5304,39.8602590712006,3044276109.06686,1.26837684766722
SSP1,2064,0,19.9981852237639,-8282028604.83627,31324521.703125,4541141663.1868,5024.55999813577,180811.019647987,30868535501.2531,-10193533631.1212,40.1194344424054,3064070295.28145,1.27026333990224
SSP1,2065,0,20.0359745573881,-8282028604.83627,31376053.515625,4548612272.40922,5026.58124810178,180811.617937249,30880953111.2241,-10193567360.7121,40.3542644983838,3082005139.30313,1.27266367796317
