timeindep,ltsc0,d1950,d1960,d1970,d1980,d1990,d2000,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0,conflict_actual,conflict_prediction
12.0,2.48,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.48,0.0,5.0,4.0,1.39,2.48,24.48,335.21,24.48,24.46,0.02,0.2,0.5,7.26,7.73,18.03,19.21,0,1
137.0,1.39,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,13.0,12.0,2.48,4.92,26.03,344.1,26.03,26.4,-0.37,0.2,0.28,8.39,8.56,11.63,11.87,0,0
51.0,1.61,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,3.93,27.74,454.54,-99.0,27.12,0.63,0.16,0.26,9.48,7.21,15.26,11.6,0,0
6.0,1.79,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,6.0,1.79,1.79,24.96,150.16,-99.0,24.86,0.1,0.14,0.25,9.29,6.86,16.65,12.29,0,0
33.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,3.5,28.45,601.11,28.45,27.26,1.19,0.92,3.23,8.23,10.43,28.76,36.45,0,0
146.0,3.18,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.18,1.0,1.0,1.0,0.0,4.98,25.02,326.08,25.02,25.05,-0.03,0.3,0.94,8.89,8.24,28.25,26.2,0,0
92.0,4.13,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.13,0.0,20.0,19.0,2.94,4.52,8.45,191.79,-99.0,9.0,-0.55,0.69,2.87,9.92,8.72,40.94,35.99,0,0
6.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.79,0.0,7.0,6.0,1.79,1.79,8.11,156.95,8.11,7.85,0.26,0.91,1.63,9.24,9.72,16.55,17.41,0,0
8.0,2.08,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,9.0,8.0,2.08,2.08,24.53,146.39,24.53,24.86,-0.33,0.16,0.33,9.36,6.96,19.47,14.47,0,0
21.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.04,0.0,22.0,21.0,3.04,3.04,10.46,-99.0,-99.0,7.72,2.74,0.94,2.87,8.62,10.02,26.24,30.52,0,0
307.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.08,0.0,59.0,58.0,4.06,5.73,9.8,274.22,-99.0,8.96,0.84,0.53,1.1,11.02,10.45,22.91,21.73,0,0
53.0,3.97,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,24.0,23.0,3.14,3.97,8.47,376.19,-99.0,8.02,0.45,0.15,0.59,6.39,8.05,25.39,31.97,0,0
290.0,5.67,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.67,0.0,42.0,41.0,3.71,5.67,9.72,188.45,9.72,8.31,1.41,0.76,4.3,8.54,10.14,48.45,57.52,0,0
54.0,3.99,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.99,0.0,12.0,11.0,2.4,3.99,10.47,367.41,-99.0,10.51,-0.04,0.57,2.26,7.79,9.49,31.09,37.84,0,0
275.0,5.62,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.62,0.0,27.0,26.0,3.26,5.62,3.75,135.36,3.75,2.44,1.31,0.76,4.25,9.01,9.88,50.61,55.47,0,0
264.0,3.93,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,3.0,1.1,5.58,10.7,140.78,-99.0,11.39,-0.69,0.14,0.57,10.32,8.31,40.57,32.67,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19.63,323.44,-99.0,20.89,-1.25,0.01,0.0,8.04,6.33,0.0,0.0,0,2
2.0,0.69,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,2.0,0.69,0.69,28.04,30.26,28.04,27.7,0.34,0.05,0.03,5.82,7.96,4.03,5.52,0,0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,3.83,27.75,315.48,-99.0,26.8,0.95,0.51,0.0,11.87,7.5,0.0,0.0,0,1
162.0,4.34,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.34,0.0,7.0,6.0,1.79,5.09,24.42,351.5,-99.0,24.13,0.29,0.13,0.57,8.78,7.99,38.13,34.7,0,0
7.0,1.95,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,8.0,7.0,1.95,1.95,25.15,156.13,-99.0,24.86,0.29,0.15,0.29,9.33,6.77,18.15,13.17,0,0
40.0,3.69,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.69,0.0,29.0,28.0,3.33,3.69,7.0,193.22,7.0,6.88,0.12,0.35,1.29,9.88,7.95,36.46,29.33,0,0
41.0,3.71,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.71,0.0,14.0,13.0,2.56,3.71,8.81,289.36,-99.0,9.64,-0.83,0.33,1.22,7.95,8.84,29.52,32.82,0,0
47.0,3.85,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,3.85,0.0,9.0,8.0,2.08,3.85,-1.4,44.98,-99.0,-0.16,-1.23,0.56,2.14,7.1,7.3,27.32,28.12,0,0
53.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.97,0.0,23.0,22.0,3.09,3.97,20.27,72.17,-99.0,19.2,1.07,0.93,3.68,7.04,10.1,27.97,40.08,0,0
188.0,3.47,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.47,0.0,7.0,6.0,1.79,5.24,7.51,266.35,-99.0,7.2,0.31,0.69,2.4,9.71,9.49,33.66,32.88,0,0
141.0,2.56,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.56,1.0,1.0,1.0,0.0,4.95,21.12,271.6,-99.0,20.55,0.58,0.21,0.53,8.25,8.24,21.17,21.13,0,0
16.0,2.77,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.77,0.0,8.0,7.0,1.95,2.77,27.18,22.26,27.18,27.3,-0.12,0.44,1.21,7.32,11.12,20.3,30.84,0,0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,26.0,25.0,3.22,3.22,19.37,40.11,19.37,19.36,0.02,0.18,0.0,8.78,8.33,0.0,0.0,0,1
279.0,5.63,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.63,0.0,31.0,30.0,3.4,5.63,6.96,181.02,6.96,8.31,-1.36,0.73,4.12,8.54,9.96,48.09,56.08,0,0
185.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.04,1.0,1.0,50.0,3.91,5.22,24.92,-99.0,-99.0,24.81,0.12,0.54,1.64,10.33,9.39,31.44,28.6,0,0
52.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,7.0,6.0,1.79,3.95,25.01,353.28,-99.0,24.46,0.55,0.11,0.23,8.35,8.37,18.35,18.39,0,0
86.0,3.26,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.26,0.0,39.0,38.0,3.64,4.45,26.15,366.99,26.15,25.63,0.52,0.51,1.66,9.25,8.81,30.13,28.71,0,0
184.0,1.61,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.61,0.0,18.0,17.0,2.83,5.21,23.64,274.62,23.64,23.17,0.47,0.27,0.44,8.48,8.52,13.64,13.7,0,0
15.0,1.61,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.61,0.0,16.0,15.0,2.71,2.71,27.16,294.26,27.16,27.24,-0.09,0.2,0.33,9.11,7.09,14.67,11.41,0,0
304.0,3.71,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.71,0.0,13.0,12.0,2.48,5.72,11.6,208.54,-99.0,11.05,0.54,0.83,3.09,11.02,10.28,40.92,38.18,0,0
131.0,2.2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.2,0.0,27.0,26.0,3.26,4.88,24.65,277.87,24.65,25.05,-0.41,0.28,0.61,8.55,8.06,18.79,17.71,0,0
4.0,1.39,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.39,1.0,1.0,1.0,0.0,1.39,9.28,382.81,9.28,10.33,-1.05,0.85,1.19,7.6,9.72,10.53,13.47,0,0
14.0,2.64,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,2.64,0.0,15.0,14.0,2.64,2.64,24.45,530.11,24.45,24.44,0.01,0.39,1.03,6.55,8.08,17.29,21.33,0,0
62.0,4.13,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,13.0,12.0,2.48,4.13,9.93,311.5,9.93,9.64,0.3,0.59,2.43,8.16,9.5,33.69,39.22,0,0
33.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.5,1.0,1.0,2.0,0.69,3.5,27.08,248.25,27.08,26.91,0.16,0.07,0.23,8.63,7.02,30.17,24.55,0,0
31.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.79,0.0,32.0,31.0,3.43,3.43,19.71,52.97,19.71,19.36,0.35,0.22,0.4,8.93,8.37,16.0,15.0,0,0
130.0,2.89,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.89,0.0,9.0,8.0,2.08,4.87,10.37,162.77,-99.0,9.0,1.37,0.71,2.06,10.0,9.36,28.9,27.06,0,0
81.0,1.39,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,54.0,53.0,3.97,4.39,23.25,4.54,-99.0,22.47,0.78,0.68,0.94,11.15,8.39,15.45,11.63,0,0
157.0,3.87,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,14.0,13.0,2.56,5.06,20.63,208.53,20.63,20.75,-0.12,0.26,1.0,11.11,9.07,43.02,35.11,0,0
5.0,1.61,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.61,0.0,6.0,5.0,1.61,1.61,23.36,58.04,23.36,23.41,-0.05,0.1,0.16,5.71,6.9,9.19,11.1,0,0
35.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.69,0.0,13.0,12.0,2.48,3.56,11.46,223.97,-99.0,12.33,-0.87,0.16,0.11,7.53,7.09,5.22,4.92,0,0
131.0,4.03,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.03,0.0,6.0,5.0,1.61,4.88,17.81,273.59,-99.0,17.41,0.39,0.17,0.69,7.85,8.65,31.61,34.82,0,0
150.0,3.66,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,11.0,10.0,2.3,5.01,24.43,449.98,24.43,24.71,-0.28,0.22,0.82,11.52,8.5,42.21,31.13,0,0
163.0,5.09,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.09,0.0,27.0,26.0,3.26,5.09,0.57,226.78,0.57,2.01,-1.44,0.79,4.04,8.3,10.07,42.3,51.31,0,0
26.0,3.26,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,3.26,22.23,10.8,22.23,22.45,-0.22,0.41,1.35,7.91,10.72,25.79,34.94,0,0
4.0,1.39,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,1.39,24.39,403.36,-99.0,24.46,-0.06,0.15,0.21,7.03,7.51,9.74,10.41,0,0
37.0,2.89,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,23.0,22.0,3.09,3.61,29.34,22.62,29.34,28.76,0.58,0.27,0.79,7.81,7.43,22.59,21.48,0,0
99.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.6,0.0,11.0,10.0,2.3,4.6,14.2,290.24,-99.0,12.85,1.35,0.4,1.84,8.08,8.98,37.11,41.26,0,0
63.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.69,0.0,12.0,11.0,2.4,4.14,26.17,794.75,-99.0,26.07,0.1,0.51,0.35,12.36,8.18,8.57,5.67,0,0
21.0,2.48,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.48,0.0,18.0,17.0,2.83,3.04,26.03,576.4,-99.0,26.43,-0.4,0.35,0.87,10.4,7.56,25.84,18.78,0,0
22.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,11.0,10.0,2.3,3.09,17.52,32.17,-99.0,15.59,1.93,0.94,2.9,8.56,9.13,26.45,28.22,0,0
279.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,30.0,3.4,5.63,26.94,14.05,26.94,26.74,0.2,0.45,0.5,7.0,9.18,7.69,10.09,0,0
32.0,3.47,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,29.0,28.0,3.33,3.47,18.81,11.74,18.81,18.5,0.3,0.48,1.68,7.67,8.08,26.59,27.99,0,0
10.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,11.0,10.0,2.3,2.3,25.51,75.25,-99.0,24.66,0.85,0.12,0.14,8.41,6.35,9.23,6.98,1,0
52.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,39.0,38.0,3.64,3.95,24.44,379.63,-99.0,24.1,0.34,0.2,0.22,11.15,5.86,12.25,6.43,1,0
306.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.69,5.72,-5.65,110.2,-99.0,-4.36,-1.3,0.88,0.0,11.88,9.49,0.0,0.0,1,1
147.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,8.0,2.08,4.99,23.26,425.64,23.26,23.28,-0.02,0.15,0.0,9.02,8.08,0.0,0.0,1,0
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,32.0,31.0,3.43,3.53,24.18,307.47,24.18,24.13,0.05,0.28,0.0,13.48,6.82,0.0,0.0,1,2
140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,1.39,4.94,25.72,737.42,-99.0,26.23,-0.51,0.21,0.0,9.97,8.22,0.0,0.0,1,0
38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,25.0,24.0,3.18,3.64,25.29,261.38,-99.0,23.96,1.33,0.13,0.4,10.12,6.88,30.3,20.62,1,0
149.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,11.0,10.0,2.3,5.0,23.44,528.93,23.44,23.28,0.15,0.16,0.0,9.07,8.11,0.0,0.0,1,0
149.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,13.0,2.56,5.0,26.29,661.29,26.29,26.23,0.06,0.3,0.0,10.18,8.53,0.0,0.0,1,2
12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,2.48,20.54,62.53,-99.0,19.89,0.65,0.37,0.0,7.64,8.8,0.0,0.0,1,1
291.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,14.0,13.0,2.56,5.67,-5.21,101.3,-5.21,-4.36,-0.85,0.91,0.0,11.91,9.42,0.0,0.0,1,1
22.0,3.09,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,19.0,18.0,2.89,3.09,28.94,87.8,28.94,28.93,0.01,0.25,0.77,8.74,6.98,27.03,21.59,1,0
306.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,57.0,56.0,4.03,5.72,26.87,428.89,-99.0,26.44,0.42,0.45,0.0,11.1,8.87,0.0,0.0,1,2
134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.9,22.16,478.48,22.16,23.28,-1.13,0.11,0.0,8.71,8.11,0.0,0.0,1,1
48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,17.0,16.0,2.77,3.87,20.91,325.72,-99.0,20.89,0.03,0.05,0.0,9.27,6.95,0.0,0.0,1,1
43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,6.0,1.79,3.76,26.18,749.29,26.18,26.07,0.11,0.34,0.0,12.06,7.5,0.0,0.0,1,1
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,3.0,1.1,3.26,27.21,71.62,27.21,27.17,0.04,0.03,0.0,8.56,6.72,0.0,0.0,1,1
32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,1.1,3.47,26.91,49.25,26.91,27.6,-0.69,0.02,0.0,9.02,6.45,0.0,0.0,1,0
47.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,19.0,18.0,2.89,3.85,28.26,45.84,-99.0,27.6,0.66,0.01,0.03,9.56,6.41,21.01,14.09,1,0
307.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,5.73,-3.84,113.52,-99.0,-4.36,0.52,0.88,0.0,11.88,9.58,0.0,0.0,1,0
144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,1.61,4.97,22.99,534.53,22.99,23.28,-0.29,0.15,0.0,8.95,8.12,0.0,0.0,1,1
49.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,34.0,33.0,3.5,3.89,25.63,281.59,-99.0,24.65,0.97,0.02,0.01,8.36,6.56,5.79,4.55,1,0
291.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,19.0,18.0,2.89,5.67,11.31,159.37,11.31,11.39,-0.08,0.33,0.0,10.91,8.99,0.0,0.0,1,0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,3.69,26.87,704.43,-99.0,26.32,0.54,0.13,0.0,8.37,6.5,0.0,0.0,1,1
52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,49.0,48.0,3.87,3.95,27.31,522.19,27.31,26.43,0.88,0.56,0.0,11.22,7.86,0.0,0.0,1,2
110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,2.0,0.69,4.7,23.03,191.48,-99.0,23.0,0.03,0.01,0.0,10.13,6.25,0.0,0.0,1,2
30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,18.0,17.0,2.83,3.4,22.46,24.99,22.46,23.14,-0.68,0.36,0.0,10.22,8.66,0.0,0.0,1,2
59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,29.0,28.0,3.33,4.08,19.79,88.36,-99.0,19.4,0.39,0.34,0.0,11.99,7.72,0.0,0.0,1,0
313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,64.0,63.0,4.14,5.75,27.05,439.08,-99.0,26.44,0.61,0.56,0.0,11.16,9.06,0.0,0.0,1,2
28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,5.0,1.61,3.33,18.95,38.43,18.95,18.82,0.13,0.17,0.0,9.99,7.75,0.0,0.0,1,1
293.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,21.0,20.0,3.0,5.68,16.88,75.03,16.88,16.88,0.0,0.38,0.0,10.98,8.8,0.0,0.0,1,1
9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,10.0,9.0,2.2,2.2,13.31,31.75,13.31,12.56,0.75,0.43,0.0,10.12,7.4,0.0,0.0,1,0
10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,11.0,10.0,2.3,2.3,27.1,83.59,-99.0,27.17,-0.07,0.01,0.0,8.2,6.94,0.0,0.0,1,2
37.0,0.69,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,15.0,14.0,2.64,3.61,27.74,83.79,27.74,27.17,0.57,0.07,0.05,8.92,6.67,6.18,4.62,1,0
282.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,33.0,3.5,5.64,9.04,285.76,9.04,8.96,0.07,0.34,0.0,10.94,9.81,0.0,0.0,1,0
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,16.0,15.0,2.71,2.71,27.69,24.2,27.69,27.7,-0.01,0.08,0.0,6.44,7.76,0.0,0.0,1,2
285.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,13.0,12.0,2.48,5.65,11.57,148.84,11.57,11.39,0.18,0.3,0.0,10.8,8.82,0.0,0.0,1,1
138.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.69,4.93,25.34,655.76,-99.0,26.23,-0.89,0.19,0.0,9.92,8.14,0.0,0.0,1,0
266.0,2.94,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,6.0,5.0,1.61,5.58,17.92,49.12,-99.0,16.88,1.03,0.14,0.41,10.15,8.46,29.9,24.92,1,2
169.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,30.0,29.0,3.37,5.13,21.26,420.13,21.26,20.74,0.53,0.65,0.0,10.05,8.41,0.0,0.0,1,0
36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,17.0,16.0,2.77,3.58,23.96,296.35,23.96,23.39,0.57,0.07,0.0,10.03,6.6,0.0,0.0,1,1
29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,6.0,1.79,3.37,19.44,46.63,19.44,18.82,0.61,0.18,0.0,10.01,7.79,0.0,0.0,1,2
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,16.0,15.0,2.71,3.97,29.59,98.83,-99.0,28.93,0.66,0.32,0.0,9.19,6.97,0.0,0.0,1,0
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,9.0,8.0,2.08,2.08,27.18,80.17,-99.0,27.17,0.01,0.01,0.0,8.16,6.89,0.0,0.0,1,2
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,31.0,30.0,3.4,3.53,17.53,80.07,17.53,17.79,-0.25,0.26,0.0,9.1,8.1,0.0,0.0,1,1
39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,32.0,31.0,3.43,3.66,24.56,551.96,24.56,24.12,0.44,0.17,0.0,10.6,6.77,0.0,0.0,1,2
277.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,28.0,27.0,3.3,5.62,25.8,349.2,25.8,26.44,-0.64,0.16,0.0,10.7,7.46,0.0,0.0,1,2
50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,47.0,46.0,3.83,3.91,26.52,657.82,26.52,26.43,0.08,0.56,0.0,11.17,7.86,0.0,0.0,1,2
158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,32.0,31.0,3.43,5.06,24.02,229.09,-99.0,23.0,1.02,0.13,0.0,11.39,6.98,0.0,0.0,1,1
25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,22.0,21.0,3.04,3.22,25.82,734.14,25.82,26.43,-0.61,0.39,0.0,10.51,7.64,0.0,0.0,1,1
40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,4.0,1.39,3.69,24.1,22.75,-99.0,23.14,0.96,0.37,0.0,10.39,8.72,0.0,0.0,1,2
11.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.4,0.0,12.0,11.0,2.4,2.4,21.74,414.53,21.74,22.19,-0.44,0.05,0.12,8.82,7.45,21.15,17.85,1,0
33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,30.0,29.0,3.37,3.5,29.34,74.86,29.34,28.93,0.41,0.26,0.0,8.74,6.75,0.0,0.0,1,2
186.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,47.0,46.0,3.83,5.23,21.33,326.18,-99.0,20.74,0.59,0.74,0.0,10.28,9.05,0.0,0.0,1,0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,7.0,1.95,4.06,19.86,82.98,-99.0,19.89,-0.03,0.51,0.0,9.25,9.71,0.0,0.0,1,2
194.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,1.0,0.0,5.27,13.92,461.32,-99.0,13.51,0.41,0.08,0.0,9.2,6.26,0.0,0.0,1,1
137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.92,25.35,671.78,-99.0,26.23,-0.89,0.18,0.0,9.89,8.1,0.0,0.0,1,0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,3.0,1.1,3.99,20.69,112.94,-99.0,19.89,0.8,0.5,0.0,9.17,9.62,0.0,0.0,1,1
287.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,15.0,14.0,2.64,5.66,11.04,173.2,11.04,11.39,-0.36,0.31,0.0,10.84,8.94,0.0,0.0,1,1
37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,6.0,5.0,1.61,3.61,20.8,242.82,20.8,20.89,-0.09,0.04,0.0,8.97,6.43,0.0,0.0,1,2
42.0,3.74,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,12.0,11.0,2.4,3.74,26.48,405.12,26.48,25.8,0.68,0.06,0.22,9.08,6.76,33.92,25.27,1,0
290.0,3.66,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,13.0,12.0,2.48,5.67,-2.81,107.65,-2.81,-4.36,1.55,0.91,3.35,12.57,9.35,46.06,34.24,1,0
28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0,3.33,20.4,30.0,20.4,19.89,0.51,0.48,0.0,8.47,9.25,0.0,0.0,1,0
