timeindep,ltsc0,d1950,d1960,d1970,d1980,d1990,d2000,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0,conflict_actual,conflict_prediction
305.0,5.14,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.14,0.0,14.0,13.0,2.56,5.72,15.73,160.9,-99.0,15.24,0.49,0.41,2.09,9.26,9.97,47.56,51.2,0,0
80.0,4.38,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,20.0,19.0,2.94,4.38,27.48,508.7,27.48,26.52,0.96,0.43,1.89,7.67,8.79,33.59,38.53,0,0
21.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.2,0.0,22.0,21.0,3.04,3.04,21.93,355.62,21.93,22.19,-0.26,0.08,0.17,9.1,7.02,20.0,15.42,0,0
47.0,3.78,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.78,0.0,17.0,16.0,2.77,3.85,9.58,196.32,-99.0,10.33,-0.75,0.69,2.62,9.23,8.56,34.92,32.39,0,0
232.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.4,0.0,17.0,16.0,2.77,5.45,7.31,183.96,-99.0,6.92,0.38,0.9,2.15,12.67,10.7,30.38,25.66,0,0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,20.0,19.0,2.94,3.93,19.99,302.47,-99.0,20.89,-0.9,0.07,0.0,9.35,7.09,0.0,0.0,0,2
31.0,3.43,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,1.0,0.0,3.43,8.13,347.79,8.13,8.02,0.1,0.07,0.25,6.02,6.81,20.68,23.4,0,0
66.0,4.19,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,5.0,1.61,4.19,28.23,579.28,-99.0,26.52,1.71,0.26,1.1,7.3,8.57,30.59,35.9,0,0
13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,2.56,2.56,22.04,458.2,22.04,22.19,-0.15,0.06,0.0,8.88,7.33,0.0,0.0,0,1
112.0,4.72,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.72,0.0,31.0,30.0,3.4,4.72,-7.64,113.44,-7.64,-7.06,-0.58,0.87,4.1,10.1,10.04,47.64,47.36,0,0
11.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.4,0.0,12.0,11.0,2.4,2.4,26.11,638.44,26.11,26.32,-0.22,0.12,0.28,7.88,7.08,18.89,16.99,0,0
12.0,2.48,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,13.0,12.0,2.48,2.48,28.09,681.99,28.09,28.06,0.03,0.4,0.99,8.26,7.52,20.52,18.69,0,0
25.0,2.56,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.56,0.0,26.0,25.0,3.22,3.22,21.94,366.43,21.94,22.19,-0.25,0.08,0.2,9.21,6.93,23.62,17.78,0,0
142.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,22.0,21.0,3.04,4.96,15.5,143.39,-99.0,14.84,0.66,0.44,1.31,9.08,9.38,27.21,28.1,0,0
4.0,1.39,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.39,0.0,5.0,4.0,1.39,1.39,25.97,335.84,-99.0,26.08,-0.11,0.01,0.01,8.31,7.68,11.52,10.64,0,0
54.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.69,1.0,1.0,7.0,1.95,3.99,28.68,-99.0,-99.0,28.28,0.4,0.17,0.12,9.51,7.52,6.59,5.22,0,0
7.0,1.95,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.95,0.0,8.0,7.0,1.95,1.95,27.05,145.26,27.05,27.31,-0.26,0.06,0.11,6.16,7.17,11.99,13.95,0,0
29.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,30.0,29.0,3.37,3.37,28.16,106.72,-99.0,27.7,0.46,0.13,0.24,6.67,7.59,11.95,13.6,0,0
170.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.94,0.0,62.0,61.0,4.11,5.14,25.53,612.15,-99.0,25.25,0.28,0.29,0.86,8.66,8.09,25.51,23.82,0,0
193.0,3.61,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.61,1.0,1.0,4.0,1.39,5.26,7.47,228.21,-99.0,7.2,0.27,0.74,2.67,9.76,9.56,35.23,34.53,0,0
301.0,5.71,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.71,0.0,39.0,38.0,3.64,5.71,6.29,366.39,-99.0,4.89,1.4,0.77,4.39,8.88,10.49,50.69,59.89,0,0
36.0,1.95,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.95,0.0,37.0,36.0,3.58,3.58,27.44,531.38,27.44,26.42,1.02,0.27,0.53,7.14,9.46,13.9,18.41,0,0
19.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,12.0,11.0,2.4,2.94,9.79,169.95,-99.0,8.63,1.16,0.92,2.71,10.72,8.71,31.58,25.65,0,0
43.0,2.77,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.77,0.0,16.0,15.0,2.71,3.76,27.44,315.9,-99.0,26.83,0.62,0.29,0.81,8.57,6.75,23.75,18.72,0,0
137.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.1,0.0,35.0,34.0,3.53,4.92,25.32,543.57,25.32,25.37,-0.05,0.08,0.08,7.68,6.94,8.44,7.62,0,0
185.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.2,0.0,5.0,4.0,1.39,5.22,21.42,191.39,-99.0,20.75,0.67,0.39,0.85,11.63,9.41,25.55,20.67,0,0
22.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,15.0,14.0,2.64,3.09,7.88,167.5,-99.0,6.96,0.92,0.92,2.85,9.16,9.56,28.31,29.55,0,0
18.0,2.89,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.89,0.0,8.0,7.0,1.95,2.89,26.48,280.0,26.48,26.91,-0.44,0.07,0.2,8.17,6.88,23.61,19.89,0,0
16.0,2.77,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,9.0,8.0,2.08,2.77,8.04,159.42,-99.0,6.96,1.08,0.91,2.52,9.17,9.25,25.42,25.66,0,0
15.0,2.71,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.71,0.0,16.0,15.0,2.71,2.71,26.17,376.99,26.17,26.42,-0.26,0.16,0.43,6.95,9.43,18.81,25.55,0,0
21.0,3.04,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.04,0.0,3.0,2.0,0.69,3.04,28.18,74.5,28.18,28.5,-0.32,0.06,0.19,8.83,6.63,26.9,20.18,0,0
29.0,3.37,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,5.0,4.0,1.39,3.37,22.18,12.11,22.18,22.45,-0.27,0.42,1.42,8.03,10.78,27.05,36.29,0,0
285.0,3.09,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.69,5.65,10.26,176.73,10.26,11.05,-0.79,0.73,2.25,10.92,9.96,33.76,30.8,0,0
15.0,2.71,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.71,0.0,16.0,15.0,2.71,2.71,29.04,400.29,29.04,28.98,0.06,0.19,0.5,7.63,8.76,20.66,23.73,0,0
38.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.77,0.0,8.0,7.0,1.95,3.64,27.45,822.27,-99.0,28.06,-0.61,0.5,1.4,8.89,7.93,24.64,22.0,0,0
16.0,2.77,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,4.0,1.39,2.77,25.65,36.81,25.65,25.72,-0.08,0.38,1.05,7.07,10.47,19.6,29.02,0,0
112.0,4.19,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,7.0,6.0,1.79,4.72,10.35,117.18,10.35,9.5,0.84,0.78,3.28,9.08,8.93,38.06,37.4,0,0
55.0,4.01,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.01,0.0,20.0,19.0,2.94,4.01,12.56,291.16,-99.0,12.85,-0.29,0.46,1.86,7.62,7.94,30.52,31.84,0,0
305.0,5.72,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.72,0.0,57.0,56.0,4.03,5.72,8.98,151.32,-99.0,8.31,0.67,0.65,3.73,8.6,10.41,49.18,59.55,0,0
130.0,4.04,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.04,0.0,12.0,11.0,2.4,4.87,25.49,711.72,-99.0,26.23,-0.74,0.13,0.52,9.68,7.97,39.14,32.24,0,0
45.0,3.81,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,3.81,0.0,45.0,44.0,3.78,3.81,22.25,582.82,22.25,21.73,0.52,0.72,2.73,9.95,9.71,37.88,36.97,0,0
3.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.1,0.0,4.0,3.0,1.1,1.1,6.26,175.13,6.26,7.85,-1.6,0.92,1.02,9.24,9.71,10.15,10.67,0,0
156.0,3.85,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,13.0,12.0,2.48,5.05,20.63,163.1,20.63,20.75,-0.11,0.25,0.95,11.09,9.01,42.68,34.68,0,0
23.0,3.14,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.14,0.0,24.0,23.0,3.14,3.14,19.14,79.8,19.14,19.36,-0.22,0.18,0.57,8.72,8.22,27.35,25.77,0,0
2.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.69,0.69,21.08,102.41,-99.0,21.27,-0.19,0.25,0.17,6.48,6.68,4.49,4.63,0,0
276.0,5.62,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.62,0.0,28.0,27.0,3.3,5.62,1.75,120.68,1.75,2.44,-0.69,0.77,4.3,9.01,9.88,50.66,55.55,0,0
74.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.3,0.0,4.0,3.0,1.1,4.3,10.37,317.56,10.37,9.64,0.73,0.75,3.24,8.19,10.03,35.26,43.15,0,0
147.0,1.39,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,1.1,4.99,17.79,385.9,17.79,17.41,0.38,0.22,0.3,7.96,8.8,11.03,12.19,0,0
281.0,5.64,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.64,0.0,33.0,32.0,3.47,5.64,1.15,171.49,1.15,2.44,-1.29,0.81,4.58,9.03,9.92,50.89,55.92,0,0
35.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.56,0.0,27.0,26.0,3.26,3.56,28.18,35.12,-99.0,26.82,1.36,0.32,1.12,6.87,11.16,24.44,39.66,0,0
3.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,0.0,4.0,3.0,1.1,1.1,23.52,45.08,23.52,23.41,0.11,0.1,0.11,5.72,6.49,6.29,7.13,0,0
123.0,2.64,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.64,0.0,15.0,14.0,2.64,4.81,25.02,789.34,-99.0,24.79,0.23,0.18,0.47,7.3,8.14,19.27,21.48,0,0
138.0,4.93,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.93,0.0,6.0,5.0,1.61,4.93,9.12,201.32,-99.0,9.86,-0.74,0.48,2.38,9.17,9.52,45.17,46.91,0,0
27.0,0.69,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,11.0,10.0,2.3,3.3,25.19,822.1,25.19,25.45,-0.26,0.47,0.32,9.64,8.69,6.68,6.02,0,0
4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,1.1,1.39,25.94,667.87,-99.0,25.45,0.49,0.15,0.0,9.04,7.38,0.0,0.0,0,0
85.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,58.0,57.0,4.04,4.44,23.28,3.55,-99.0,22.47,0.8,0.73,1.52,11.21,8.54,23.32,17.77,0,0
20.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,13.0,12.0,2.48,3.0,7.87,144.03,-99.0,6.96,0.91,0.92,2.74,9.17,9.47,27.46,28.37,0,0
34.0,3.53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.53,0.0,12.0,11.0,2.4,3.53,21.02,156.19,21.02,21.27,-0.25,0.35,1.22,7.47,9.16,26.34,32.31,0,0
51.0,3.87,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.87,0.0,21.0,20.0,3.0,3.93,10.12,162.03,-99.0,10.33,-0.2,0.71,2.76,9.24,8.81,35.77,34.12,0,0
171.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.94,0.0,16.0,15.0,2.71,5.14,27.24,414.89,-99.0,26.4,0.85,0.35,1.04,8.73,8.71,25.72,25.64,0,0
81.0,4.37,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.37,0.0,2.0,1.0,0.0,4.39,1.39,174.99,1.39,1.87,-0.48,0.83,3.62,8.55,10.13,37.35,44.26,0,0
144.0,4.08,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,20.0,19.0,2.94,4.97,23.9,541.47,23.9,24.13,-0.23,0.15,0.63,8.32,7.86,33.93,32.06,0,0
18.0,2.89,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,7.0,6.0,1.79,2.89,16.09,46.17,-99.0,15.59,0.5,0.93,2.67,8.51,8.83,24.61,25.51,0,0
68.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.22,1.0,1.0,64.0,4.16,4.22,19.07,-99.0,-99.0,18.5,0.56,0.67,2.83,8.83,8.61,37.27,36.32,0,0
63.0,4.09,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.09,0.0,33.0,32.0,3.47,4.14,10.34,141.49,10.34,10.33,0.01,0.76,3.12,9.28,9.36,38.01,38.34,0,0
141.0,2.94,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.94,0.0,21.0,20.0,3.0,4.95,15.32,170.31,-99.0,14.84,0.48,0.42,1.24,9.08,9.31,26.73,27.4,0,0
57.0,4.04,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,7.0,6.0,1.79,4.04,7.02,232.29,-99.0,6.88,0.14,0.41,1.65,10.08,7.04,40.75,28.46,0,0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,7.0,6.0,1.79,3.78,29.11,95.58,-99.0,28.93,0.18,0.25,0.0,9.02,6.72,0.0,0.0,0,1
49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,3.0,2.0,0.69,3.89,26.05,568.8,26.05,26.07,-0.02,0.38,0.0,12.16,7.87,0.0,0.0,0,1
174.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.4,0.0,8.0,7.0,1.95,5.16,23.39,246.04,23.39,23.17,0.22,0.23,0.79,8.22,8.27,27.95,28.13,0,0
32.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,29.0,28.0,3.33,3.47,17.97,63.2,17.97,17.79,0.18,0.24,0.58,9.03,8.0,21.66,19.17,0,0
11.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,8.0,7.0,1.95,2.4,28.72,57.55,28.72,28.93,-0.21,0.15,0.36,8.15,6.98,19.55,16.73,0,0
22.0,3.09,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.09,0.0,22.0,21.0,3.04,3.09,21.09,481.73,21.09,21.73,-0.65,0.7,2.17,9.61,8.16,29.69,25.21,0,0
262.0,5.57,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,5.57,1.86,265.6,-99.0,4.89,-3.03,0.78,4.32,8.61,9.94,47.96,55.34,0,0
80.0,4.38,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.38,0.0,32.0,31.0,3.43,4.38,21.7,140.14,21.7,21.6,0.09,0.75,3.31,9.61,9.91,42.11,43.43,0,0
90.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.4,0.0,2.0,1.0,0.0,4.5,17.0,161.24,17.0,17.61,-0.6,0.39,0.94,10.71,8.94,25.68,21.44,0,0
5.0,1.61,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.61,1.0,1.0,5.0,1.61,1.61,26.73,52.78,26.73,27.3,-0.57,0.49,0.79,6.44,11.22,10.36,18.06,0,0
3.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,3.0,1.1,1.1,19.16,71.4,19.16,19.27,-0.11,0.29,0.32,7.35,8.32,8.08,9.14,0,0
300.0,3.69,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,51.0,50.0,3.91,5.7,6.6,144.33,6.6,6.22,0.38,0.31,1.14,14.06,7.89,51.88,29.1,0,0
38.0,2.89,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,39.0,38.0,3.64,3.64,25.02,165.55,-99.0,24.86,0.15,0.23,0.67,10.38,7.17,29.99,20.71,0,0
146.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,0.0,6.0,5.0,1.61,4.98,20.59,279.72,20.59,20.55,0.05,0.24,0.27,8.37,8.11,9.2,8.91,0,0
101.0,4.62,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.62,0.0,6.0,5.0,1.61,4.62,8.67,207.54,-99.0,8.97,-0.31,0.54,2.48,5.82,9.95,26.84,45.93,0,0
3.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,4.0,3.0,1.1,1.1,27.98,736.43,27.98,28.06,-0.08,0.37,0.41,8.02,7.63,8.81,8.38,0,0
158.0,1.39,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,24.0,23.0,3.14,5.06,25.1,428.83,25.1,24.81,0.29,0.35,0.49,9.81,9.21,13.6,12.77,0,0
292.0,5.06,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.06,1.0,1.0,1.0,0.0,5.68,15.54,174.1,15.54,15.24,0.3,0.31,1.55,9.21,9.75,46.55,49.28,0,0
153.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.3,1.0,1.0,5.0,1.61,5.03,20.82,324.36,20.82,20.55,0.27,0.3,0.7,8.54,8.32,19.67,19.16,0,0
30.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.4,0.0,30.0,29.0,3.37,3.4,11.84,310.24,11.84,11.51,0.33,0.7,2.37,10.5,8.57,35.72,29.16,0,0
48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,3.87,26.13,605.5,26.13,26.07,0.06,0.38,0.0,12.15,7.81,0.0,0.0,0,2
49.0,1.61,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,2.0,0.69,3.89,28.48,192.24,-99.0,28.28,0.2,0.11,0.18,9.44,7.41,15.19,11.92,0,0
18.0,2.89,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,2.0,0.69,2.89,24.39,330.45,24.39,24.65,-0.26,0.04,0.11,7.68,7.06,22.19,20.42,0,0
103.0,4.04,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.04,0.0,33.0,32.0,3.47,4.63,9.31,148.64,9.31,9.5,-0.2,0.76,3.09,9.09,8.71,36.76,35.23,0,0
172.0,4.14,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.14,0.0,22.0,21.0,3.04,5.15,25.23,676.61,-99.0,24.79,0.43,0.42,1.76,8.47,9.32,35.11,38.61,0,0
38.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,38.0,37.0,3.61,3.64,26.87,520.16,-99.0,25.84,1.03,0.25,0.17,11.92,7.24,8.26,5.02,0,0
18.0,2.89,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.89,0.0,12.0,11.0,2.4,2.89,25.63,305.76,25.63,26.08,-0.46,0.05,0.15,8.93,8.12,25.82,23.48,0,0
50.0,3.91,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,42.0,41.0,3.71,3.91,25.09,421.85,-99.0,24.46,0.63,0.25,1.0,11.34,7.61,44.36,29.77,0,0
12.0,2.48,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.48,0.0,12.0,11.0,2.4,2.48,21.69,505.2,-99.0,21.73,-0.04,0.7,1.73,9.33,7.44,23.18,18.49,0,0
169.0,4.49,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,4.49,0.0,35.0,34.0,3.53,5.13,11.0,325.8,11.0,11.76,-0.76,0.93,4.18,11.69,9.91,52.47,44.48,0,0
32.0,3.47,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.47,0.0,19.0,18.0,2.89,3.47,8.27,263.08,8.27,8.79,-0.52,0.89,3.07,11.03,9.95,38.23,34.48,0,0
26.0,3.26,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,1.39,3.26,26.67,410.66,26.67,26.68,-0.02,0.4,1.32,6.58,7.49,21.45,24.41,0,0
5.0,1.61,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,5.0,1.61,1.61,19.61,47.24,19.61,19.27,0.34,0.29,0.47,7.41,8.37,11.93,13.48,0,1
13.0,2.56,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.56,0.0,14.0,13.0,2.56,2.56,26.61,267.03,26.61,27.31,-0.7,0.09,0.23,6.34,7.47,16.27,19.16,0,0
95.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,15.0,14.0,2.64,4.55,8.76,162.05,-99.0,8.06,0.7,0.92,3.85,10.56,9.85,44.38,41.4,0,0
61.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,56.0,55.0,4.01,4.11,19.13,182.55,-99.0,18.22,0.91,0.52,1.38,8.29,9.19,21.88,24.24,0,0
175.0,5.16,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.16,0.0,39.0,38.0,3.64,5.16,3.6,315.44,3.6,2.01,1.58,0.79,4.07,8.35,10.37,43.11,53.55,0,0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,21.0,20.0,3.0,3.91,30.35,104.22,-99.0,28.5,1.85,0.07,0.0,9.64,6.87,0.0,0.0,0,1
172.0,3.37,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,16.0,15.0,2.71,5.15,20.41,305.44,20.41,20.55,-0.14,0.45,1.53,8.98,8.14,30.25,27.42,0,0
152.0,4.2,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,19.0,18.0,2.89,5.02,22.58,453.73,22.58,22.31,0.28,0.31,1.31,9.03,8.74,37.95,36.76,0,0
194.0,3.43,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.43,0.0,20.0,19.0,2.94,5.27,14.32,140.34,-99.0,13.64,0.68,0.5,1.7,10.6,9.37,36.39,32.19,0,0
33.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.3,0.0,34.0,33.0,3.5,3.5,24.9,601.82,-99.0,24.84,0.06,0.06,0.13,6.48,6.98,14.91,16.06,0,0
14.0,2.64,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.64,0.0,3.0,2.0,0.69,2.64,6.42,334.53,-99.0,6.88,-0.46,0.26,0.68,9.38,7.02,24.76,18.53,0,0
87.0,4.47,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.47,0.0,10.0,9.0,2.2,4.47,9.87,367.36,-99.0,9.64,0.23,0.83,3.72,8.38,10.59,37.42,47.29,0,0
20.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,21.0,20.0,3.0,3.0,24.53,39.93,24.53,23.41,1.13,0.09,0.26,5.99,7.38,17.94,22.11,0,0
15.0,2.71,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,7.0,1.95,2.71,23.81,401.49,23.81,24.46,-0.64,0.23,0.61,7.35,7.88,19.9,21.34,0,0
19.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,12.0,11.0,2.4,2.94,6.94,58.16,-99.0,6.26,0.68,0.91,2.68,9.68,9.32,28.51,27.43,0,0
290.0,5.67,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.67,0.0,28.0,27.0,3.3,5.67,6.64,327.8,6.64,4.89,1.75,0.84,4.75,8.81,10.45,49.93,59.23,0,0
14.0,2.64,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,10.0,2.3,2.64,18.78,45.03,-99.0,17.79,0.99,0.15,0.39,8.43,7.19,22.25,18.97,0,0
313.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.2,0.0,65.0,64.0,4.16,5.75,10.16,199.3,-99.0,9.66,0.5,0.78,4.08,9.73,10.55,50.64,54.9,0,0
60.0,4.09,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,4.09,0.0,60.0,59.0,4.08,4.09,12.57,271.81,-99.0,11.51,1.06,0.97,3.99,10.78,10.14,44.12,41.52,0,0
41.0,3.71,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,17.0,16.0,2.77,3.71,22.14,9.85,22.14,22.45,-0.31,0.45,1.68,8.4,9.55,31.2,35.46,0,2
2.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.69,0.0,3.0,2.0,0.69,0.69,26.2,706.95,-99.0,26.32,-0.13,0.1,0.07,7.72,6.83,5.35,4.73,0,0
53.0,3.33,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,14.0,13.0,2.56,3.97,26.24,766.92,-99.0,25.45,0.79,0.72,2.41,10.25,9.49,34.17,31.62,0,0
260.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.69,0.0,12.0,11.0,2.4,5.56,25.59,24.81,-99.0,26.74,-1.16,0.41,0.28,6.31,7.54,4.38,5.23,0,0
